"Obs";"Data";"Dia da semana";"Sabor";"Valor";"Satis geral";"Sabor aval";"Rapidez aval";"Preço aval";"Comun aval"
"950";44408;"domingo";"Marguerita";29;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"951";44408;"domingo";"Napolitana";28;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"952";44408;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"953";44408;"domingo";"Napolitana";28;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"954";44408;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"955";44408;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"956";44408;"domingo";"Atum";35;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"957";44408;"domingo";"Frango";31;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"958";44408;"domingo";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"959";44408;"domingo";"Napolitana";28;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"960";44408;"domingo";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"961";44408;"domingo";"Portuguesa";40;"4-Insatisfeito";"1-Excelente";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"962";44408;"domingo";"Frango";31;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"963";44408;"domingo";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"964";44408;"domingo";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"965";44408;"domingo";"Calabresa";25;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"966";44408;"domingo";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"967";44408;"domingo";"Calabresa";25;"1-Excelente";"4-Insatisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"968";44408;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"969";44408;"domingo";"Portuguesa";40;"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"970";44408;"domingo";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"971";44408;"domingo";"Calabresa";25;"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável";"1-Excelente"
"972";44408;"domingo";"Quatro queijos";32;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"973";44408;"domingo";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"974";44408;"domingo";"Palmito";27;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"975";44408;"domingo";"Marguerita";29;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"976";44408;"domingo";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"977";44408;"domingo";"Frango";31;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"978";44408;"domingo";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"979";44408;"domingo";"Quatro queijos";32;"3-Razoável";"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"980";44408;"domingo";"Frango";31;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"981";44408;"domingo";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"982";44408;"domingo";"Napolitana";28;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"983";44408;"domingo";"Frango";31;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"984";44408;"domingo";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"985";44409;"segunda-feira";"Napolitana";28;"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável"
"986";44409;"segunda-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"987";44409;"segunda-feira";"Calabresa";25;"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"988";44409;"segunda-feira";"Calabresa";25;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"989";44409;"segunda-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"990";44409;"segunda-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"991";44409;"segunda-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"992";44409;"segunda-feira";"Frango";31;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"993";44409;"segunda-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"994";44409;"segunda-feira";"Calabresa";25;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"995";44409;"segunda-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"996";44409;"segunda-feira";"Calabresa";25;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"997";44409;"segunda-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"998";44409;"segunda-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito"
"999";44409;"segunda-feira";"Quatro queijos";32;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1000";44409;"segunda-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente";"2-Satisfeito"
"1001";44409;"segunda-feira";"Frango";31;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1002";44409;"segunda-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1003";44410;"terça-feira";"Frango";31;"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1004";44410;"terça-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1005";44410;"terça-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1006";44410;"terça-feira";"Portuguesa";40;"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1007";44410;"terça-feira";"Calabresa";25;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1008";44410;"terça-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1009";44410;"terça-feira";"Quatro queijos";32;"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1010";44410;"terça-feira";"Muçarela";23;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1011";44410;"terça-feira";"Palmito";27;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"1012";44410;"terça-feira";"Marguerita";29;"3-Razoável";"1-Excelente";"1-Excelente";"1-Excelente";"2-Satisfeito"
"1013";44410;"terça-feira";"Muçarela";23;"3-Razoável";"1-Excelente";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito"
"1014";44410;"terça-feira";"Calabresa";25;"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito";"1-Excelente"
"1015";44410;"terça-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1016";44410;"terça-feira";"Pepperone";30;"1-Excelente";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"4-Insatisfeito"
"1017";44410;"terça-feira";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"1018";44410;"terça-feira";"Frango";31;"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1019";44410;"terça-feira";"Portuguesa";40;"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1020";44410;"terça-feira";"Muçarela";23;"1-Excelente";"1-Excelente";"4-Insatisfeito";"3-Razoável";"1-Excelente"
"1021";44410;"terça-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1022";44410;"terça-feira";"Napolitana";28;"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1023";44410;"terça-feira";"Atum";35;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável"
"1024";44410;"terça-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1025";44410;"terça-feira";"Frango";31;"3-Razoável";"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1026";44410;"terça-feira";"Atum";35;"4-Insatisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável"
"1027";44411;"quarta-feira";"Palmito";27;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito"
"1028";44411;"quarta-feira";"Frango";31;"3-Razoável";"3-Razoável";"3-Razoável";"1-Excelente";"3-Razoável"
"1029";44411;"quarta-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito"
"1030";44411;"quarta-feira";"Portuguesa";40;"4-Insatisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1031";44411;"quarta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1032";44411;"quarta-feira";"Frango";31;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1033";44411;"quarta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1034";44411;"quarta-feira";"Frango";31;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1035";44411;"quarta-feira";"Quatro queijos";32;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1036";44411;"quarta-feira";"Quatro queijos";32;"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1037";44411;"quarta-feira";"Quatro queijos";32;"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1038";44411;"quarta-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"1-Excelente"
"1039";44411;"quarta-feira";"Pepperone";30;"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito"
"1040";44411;"quarta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1041";44411;"quarta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1042";44411;"quarta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"1-Excelente"
"1043";44411;"quarta-feira";"Atum";35;"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1044";44411;"quarta-feira";"Frango";31;"3-Razoável";"4-Insatisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1045";44411;"quarta-feira";"Napolitana";28;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1046";44412;"quinta-feira";"Calabresa";25;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1047";44412;"quinta-feira";"Pepperone";30;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1048";44412;"quinta-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1049";44412;"quinta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"1050";44412;"quinta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito"
"1051";44412;"quinta-feira";"Muçarela";23;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1052";44412;"quinta-feira";"Palmito";27;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1053";44412;"quinta-feira";"Marguerita";29;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"1-Excelente"
"1054";44412;"quinta-feira";"Calabresa";25;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"1055";44412;"quinta-feira";"Pepperone";30;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"1-Excelente"
"1056";44412;"quinta-feira";"Calabresa";25;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável"
"1057";44412;"quinta-feira";"Muçarela";23;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1058";44412;"quinta-feira";"Pepperone";30;"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1059";44412;"quinta-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"1-Excelente"
"1060";44412;"quinta-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1061";44412;"quinta-feira";"Calabresa";25;"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável"
"1062";44412;"quinta-feira";"Atum";35;"4-Insatisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1063";44412;"quinta-feira";"Calabresa";25;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1064";44412;"quinta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1065";44412;"quinta-feira";"Calabresa";25;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1066";44412;"quinta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1067";44412;"quinta-feira";"Atum";35;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1068";44412;"quinta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1069";44412;"quinta-feira";"Frango";31;"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1070";44412;"quinta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1071";44413;"sexta-feira";"Calabresa";25;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1072";44413;"sexta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito"
"1073";44413;"sexta-feira";"Palmito";27;"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1074";44413;"sexta-feira";"Napolitana";28;"1-Excelente";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável"
"1075";44413;"sexta-feira";"Calabresa";25;"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável";"1-Excelente"
"1076";44413;"sexta-feira";"Muçarela";23;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1077";44413;"sexta-feira";"Calabresa";25;"2-Satisfeito";"1-Excelente";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1078";44413;"sexta-feira";"Pepperone";30;"3-Razoável";"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1079";44413;"sexta-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1080";44413;"sexta-feira";"Napolitana";28;"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito"
"1081";44413;"sexta-feira";"Atum";35;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1082";44413;"sexta-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1083";44413;"sexta-feira";"Calabresa";25;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1084";44413;"sexta-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"1085";44413;"sexta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1086";44413;"sexta-feira";"Portuguesa";40;"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1087";44413;"sexta-feira";"Palmito";27;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1088";44413;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1089";44413;"sexta-feira";"Marguerita";29;"2-Satisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1090";44413;"sexta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1091";44413;"sexta-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1092";44413;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1093";44413;"sexta-feira";"Pepperone";30;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável"
"1094";44413;"sexta-feira";"Calabresa";25;"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"1095";44413;"sexta-feira";"Muçarela";23;"3-Razoável";"2-Satisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito"
"1096";44413;"sexta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1097";44413;"sexta-feira";"Calabresa";25;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"1098";44413;"sexta-feira";"Pepperone";30;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável"
"1099";44413;"sexta-feira";"Frango";31;"2-Satisfeito";"1-Excelente";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1100";44413;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1101";44413;"sexta-feira";"Palmito";27;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"1-Excelente"
"1102";44413;"sexta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1103";44413;"sexta-feira";"Pepperone";30;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1104";44413;"sexta-feira";"Pepperone";30;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1105";44413;"sexta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1106";44413;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"1107";44413;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável"
"1108";44413;"sexta-feira";"Marguerita";29;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1109";44413;"sexta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1110";44413;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1111";44413;"sexta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1112";44413;"sexta-feira";"Muçarela";23;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1113";44413;"sexta-feira";"Portuguesa";40;"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"1114";44413;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1115";44413;"sexta-feira";"Atum";35;"3-Razoável";"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável"
"1116";44413;"sexta-feira";"Palmito";27;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1117";44413;"sexta-feira";"Atum";35;"3-Razoável";"2-Satisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito"
"1118";44413;"sexta-feira";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1119";44413;"sexta-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1120";44413;"sexta-feira";"Frango";31;"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1121";44413;"sexta-feira";"Marguerita";29;"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1122";44413;"sexta-feira";"Napolitana";28;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1123";44413;"sexta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1124";44413;"sexta-feira";"Portuguesa";40;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1125";44413;"sexta-feira";"Pepperone";30;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1126";44413;"sexta-feira";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1127";44413;"sexta-feira";"Calabresa";25;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1128";44414;"sábado";"Marguerita";29;"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável"
"1129";44414;"sábado";"Portuguesa";40;"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito";"1-Excelente"
"1130";44414;"sábado";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1131";44414;"sábado";"Atum";35;"1-Excelente";"3-Razoável";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1132";44414;"sábado";"Atum";35;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1133";44414;"sábado";"Frango";31;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1134";44414;"sábado";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1135";44414;"sábado";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito"
"1136";44414;"sábado";"Frango";31;"2-Satisfeito";"1-Excelente";"1-Excelente";"2-Satisfeito";"4-Insatisfeito"
"1137";44414;"sábado";"Frango";31;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1138";44414;"sábado";"Calabresa";25;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1139";44414;"sábado";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1140";44414;"sábado";"Calabresa";25;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1141";44414;"sábado";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito"
"1142";44414;"sábado";"Frango";31;"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"1-Excelente"
"1143";44414;"sábado";"Atum";35;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1144";44414;"sábado";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente";"2-Satisfeito"
"1145";44414;"sábado";"Pepperone";30;"3-Razoável";"1-Excelente";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1146";44414;"sábado";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1147";44414;"sábado";"Frango";31;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1148";44414;"sábado";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1149";44414;"sábado";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
